,model,test mse,test preds std,epochs,learning rate,n_nodes_per_layer,n_factors,batch_size,dropout_prob,patience,early stopping metric
0,38,0.955227388846808,0.6216264963150024,250,0.001,"[512, 256, 128, 64, 32, 16, 8, 4, 2]",200,256,0.2,5,val_loss
